job_id,job_title,company,location,work_mode,job_category,job_description,required_skills,soft_skills,tools_mentioned,internship_duration,date_posted,source_platform,clean_description,extracted_skills,extracted_technical_skills,extracted_tools,extracted_soft_skills,skill_flag_aws,skill_flag_adobe_illustrator,skill_flag_adobe_photoshop,skill_flag_adobe_premiere_pro,skill_flag_agile,skill_flag_azure,skill_flag_blender,skill_flag_c#,skill_flag_c++,skill_flag_crm,skill_flag_docker,skill_flag_erp,skill_flag_excel,skill_flag_expressjs,skill_flag_figma,skill_flag_firebase,skill_flag_flutter,skill_flag_git,skill_flag_github,skill_flag_google_cloud,skill_flag_google_data_studio,skill_flag_html_css,skill_flag_it_documentation,skill_flag_java,skill_flag_javascript,skill_flag_linux,skill_flag_looker,skill_flag_mongodb,skill_flag_mysql,skill_flag_nlp,skill_flag_nodejs,skill_flag_numpy,skill_flag_oop,skill_flag_php,skill_flag_postgresql,skill_flag_power_bi,skill_flag_pytorch,skill_flag_python,skill_flag_r,skill_flag_rest_api,skill_flag_react,skill_flag_react_native,skill_flag_sql,skill_flag_sqlite,skill_flag_tableau,skill_flag_tensorflow,skill_flag_typescript,skill_flag_uat,skill_flag_ui_ux_design,skill_flag_unity,skill_flag_analytical_thinking,skill_flag_business_process,skill_flag_communication,skill_flag_computer_vision,skill_flag_cybersecurity,skill_flag_dashboard,skill_flag_data_cleaning,skill_flag_data_visualization,skill_flag_deep_learning,skill_flag_documentation,skill_flag_firewall,skill_flag_game_development,skill_flag_incident_response,skill_flag_machine_learning,skill_flag_motion_graphics,skill_flag_networking,skill_flag_pandas,skill_flag_presentation,skill_flag_problem_solving,skill_flag_prototyping,skill_flag_reporting,skill_flag_requirements_analysis,skill_flag_scikit_learn,skill_flag_software_testing,skill_flag_stakeholder_management,skill_flag_statistics,skill_flag_system_analysis,skill_flag_teamwork,skill_flag_troubleshooting,skill_flag_video_editing,skill_flag_vulnerability_assessment,skill_flag_wireframing
J011,Product Data Intern,ShopLynk,Kuala Lumpur,Hybrid,Product Analyst Intern,"Monitor product KPIs, analyze customer journey data, prepare Looker dashboards, and explain findings to product managers.",SQL; Looker; dashboard; reporting; data visualization,stakeholder management; presentation; communication,Looker,6 months,2026-05-10,LinkedIn,monitor product kpis analyze customer journey data prepare looker dashboards and explain findings to product managers,Looker; SQL; communication; dashboard; data visualization; presentation; reporting; stakeholder management,Looker; SQL; dashboard; data visualization; reporting,Looker,communication; presentation; stakeholder management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
J012,AI Intern,MedNexa Analytics,Selangor,Hybrid,AI / Machine Learning Intern,"Help build NLP pipelines for healthcare notes, clean text data, evaluate machine learning models, and document experiment results.",Python; NLP; machine learning; scikit-learn; data cleaning,documentation; analytical thinking; problem solving,scikit-learn,6 months,2026-04-25,Company Careers,help build nlp pipelines for healthcare notes clean text data evaluate machine learning models and document experiment results,NLP; Python; analytical thinking; data cleaning; documentation; machine learning; problem solving; scikit-learn,NLP; Python; data cleaning; machine learning; scikit-learn,scikit-learn,analytical thinking; documentation; problem solving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
J013,Data Reporting Intern,MetroFinance,Kuala Lumpur,On-site,Data Analyst Intern,"Maintain Excel trackers, prepare monthly reporting packs, validate SQL data extracts, and support Tableau dashboard refreshes.",Excel; SQL; reporting; Tableau; data cleaning,communication; documentation; teamwork,Excel; Tableau,3 months,2026-05-11,Indeed,maintain excel trackers prepare monthly reporting packs validate sql data extracts and support tableau dashboard refreshes,Excel; SQL; Tableau; communication; dashboard; data cleaning; documentation; reporting; teamwork,Excel; SQL; Tableau; dashboard; data cleaning; reporting,Excel; Tableau,communication; documentation; teamwork,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
J014,Business Analyst Intern,NovaTel Digital,Cyberjaya,Hybrid,Business Analyst Intern,"Translate stakeholder questions into metrics, analyze service data, prepare requirement documentation, and create Power BI visuals.",SQL; Excel; Power BI; dashboard; reporting,stakeholder management; communication; documentation,Excel; Power BI,6 months,2026-05-03,LinkedIn,translate stakeholder questions into metrics analyze service data prepare requirement documentation and create power bi visuals,Excel; Power BI; SQL; communication; dashboard; documentation; reporting; stakeholder management,Excel; Power BI; SQL; dashboard; reporting,Excel; Power BI,communication; documentation; stakeholder management,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
J015,Data Engineering Intern,RiverByte Tech,Remote Malaysia,Remote,Software Engineering Intern,"Assist with data pipelines, PostgreSQL tables, Python validation scripts, and cloud storage experiments on AWS.",Python; SQL; PostgreSQL; AWS; data cleaning,problem solving; documentation; teamwork,PostgreSQL; AWS,6 months,2026-04-20,Company Careers,assist with data pipelines postgresql tables python validation scripts and cloud storage experiments on aws,AWS; PostgreSQL; Python; SQL; data cleaning; documentation; problem solving; teamwork,AWS; PostgreSQL; Python; SQL; data cleaning,AWS; PostgreSQL,documentation; problem solving; teamwork,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
J016,Growth Analyst Intern,LoopMarket,Singapore,Hybrid,Product Analyst Intern,"Study acquisition funnels, run cohort analysis, create Google Data Studio dashboards, and communicate product growth insights.",SQL; Google Data Studio; reporting; dashboard; data visualization,presentation; analytical thinking; communication,Google Data Studio; Excel,4 months,2026-05-08,Wellfound,study acquisition funnels run cohort analysis create google data studio dashboards and communicate product growth insights,Excel; Google Data Studio; SQL; analytical thinking; communication; dashboard; data visualization; presentation; reporting,Excel; Google Data Studio; SQL; dashboard; data visualization; reporting,Excel; Google Data Studio,analytical thinking; communication; presentation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
J017,Junior AI Intern,EduMind Labs,Kuala Lumpur,On-site,AI / Machine Learning Intern,"Prepare learning datasets, test TensorFlow models, evaluate classification accuracy, and summarize machine learning experiment findings.",Python; TensorFlow; machine learning; deep learning; data visualization,documentation; presentation; problem solving,TensorFlow,5 months,2026-04-18,LinkedIn,prepare learning datasets test tensorflow models evaluate classification accuracy and summarize machine learning experiment findings,Python; TensorFlow; data visualization; deep learning; documentation; machine learning; presentation; problem solving,Python; TensorFlow; data visualization; deep learning; machine learning,TensorFlow,documentation; presentation; problem solving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
J018,Data Analyst Intern,HealthBridge,Penang,Hybrid,Data Analyst Intern,"Clean clinic operations data, use pandas for analysis, write SQL queries, and build dashboard visuals for management reporting.",Python; pandas; SQL; data cleaning; dashboard,communication; analytical thinking; teamwork,pandas; Excel,6 months,2026-05-12,Glassdoor,clean clinic operations data use pandas for analysis write sql queries and build dashboard visuals for management reporting,Excel; Python; SQL; analytical thinking; communication; dashboard; data cleaning; pandas; reporting; teamwork,Excel; Python; SQL; dashboard; data cleaning; pandas; reporting,Excel; pandas,analytical thinking; communication; teamwork,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
J019,Operations Business Analyst Intern,SwiftMove Logistics,Shah Alam,On-site,Business Analyst Intern,"Analyze delivery operations, build Excel and Power BI reports, document process improvements, and present insights to stakeholders.",Excel; Power BI; reporting; data visualization,stakeholder management; presentation; problem solving,Excel; Power BI,3 months,2026-05-07,Indeed,analyze delivery operations build excel and power bi reports document process improvements and present insights to stakeholders,Excel; Power BI; data visualization; presentation; problem solving; reporting; stakeholder management,Excel; Power BI; data visualization; reporting,Excel; Power BI,presentation; problem solving; stakeholder management,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
J020,Product Analyst Intern,GameSpark Studio,Remote Malaysia,Remote,Product Analyst Intern,"Analyze gameplay metrics, segment users with SQL, visualize retention trends, and prepare dashboard recommendations for product teams.",SQL; Python; dashboard; data visualization; reporting,communication; analytical thinking; presentation,Tableau; Excel,6 months,2026-04-29,Wellfound,analyze gameplay metrics segment users with sql visualize retention trends and prepare dashboard recommendations for product teams,Excel; Python; SQL; Tableau; analytical thinking; communication; dashboard; data visualization; game development; presentation; reporting,Excel; Python; SQL; Tableau; dashboard; data visualization; game development; reporting,Excel; Tableau,analytical thinking; communication; presentation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
J021,Computer Vision Intern,AgriSense AI,Selangor,Hybrid,AI / Machine Learning Intern,"Label image datasets, train object detection models, evaluate computer vision outputs, and use Python with PyTorch for experiments.",Python; computer vision; PyTorch; deep learning; machine learning,teamwork; problem solving; documentation,PyTorch,6 months,2026-05-13,Company Careers,label image datasets train object detection models evaluate computer vision outputs and use python with pytorch for experiments,PyTorch; Python; computer vision; deep learning; documentation; machine learning; problem solving; teamwork,PyTorch; Python; computer vision; deep learning; machine learning,PyTorch,documentation; problem solving; teamwork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
J022,Data Analytics Intern,BluePeak Consulting,Kuala Lumpur,Hybrid,Data Analyst Intern,"Support client analytics projects by cleaning CSV files, building pandas transformations, creating Tableau charts, and writing insight summaries.",Python; pandas; Tableau; data cleaning; reporting,communication; presentation; documentation,pandas; Tableau,4 months,2026-05-14,LinkedIn,support client analytics projects by cleaning csv files building pandas transformations creating tableau charts and writing insight summaries,Python; Tableau; communication; data cleaning; documentation; pandas; presentation; reporting,Python; Tableau; data cleaning; pandas; reporting,Tableau; pandas,communication; documentation; presentation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
J023,BI Analyst Intern,Parklane Hotels,Kuala Lumpur,On-site,Business Analyst Intern,"Create dashboard reports for hotel occupancy, analyze Excel data, write SQL queries, and update Looker Studio views.",SQL; Excel; Looker; Google Data Studio; dashboard,stakeholder management; communication; teamwork,Excel; Looker; Google Data Studio,3 months,2026-04-24,Indeed,create dashboard reports for hotel occupancy analyze excel data write sql queries and update looker studio views,Excel; Google Data Studio; Looker; SQL; communication; dashboard; reporting; stakeholder management; teamwork,Excel; Google Data Studio; Looker; SQL; dashboard; reporting,Excel; Google Data Studio; Looker,communication; stakeholder management; teamwork,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
J024,Data Quality Intern,CrediCore,Cyberjaya,Hybrid,Software Engineering Intern,"Check data quality rules, clean database records, use SQL and Python scripts, and document issues for engineering teams.",SQL; Python; data cleaning; MySQL; reporting,documentation; problem solving; teamwork,MySQL; Excel,6 months,2026-05-15,Company Careers,check data quality rules clean database records use sql and python scripts and document issues for engineering teams,Excel; MySQL; Python; SQL; data cleaning; documentation; problem solving; reporting; teamwork,Excel; MySQL; Python; SQL; data cleaning; reporting,Excel; MySQL,documentation; problem solving; teamwork,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
J025,NLP Intern,LinguaTech AI,Remote Malaysia,Remote,AI / Machine Learning Intern,"Build text preprocessing scripts, evaluate NLP keyword extraction, use scikit-learn classifiers, and document model performance.",Python; NLP; scikit-learn; machine learning; data cleaning,documentation; analytical thinking; problem solving,scikit-learn; pandas,6 months,2026-05-16,Wellfound,build text preprocessing scripts evaluate nlp keyword extraction use scikit learn classifiers and document model performance,NLP; Python; analytical thinking; data cleaning; documentation; machine learning; pandas; problem solving; scikit-learn,NLP; Python; data cleaning; machine learning; pandas; scikit-learn,pandas; scikit-learn,analytical thinking; documentation; problem solving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
J026,Product Analytics Intern,PayBridge,Kuala Lumpur,Hybrid,Data Analyst Intern,"Use SQL to analyze payment funnels, prepare Tableau product dashboards, and present recommendations for improving conversion.",SQL; Tableau; dashboard; reporting; data visualization,presentation; stakeholder management; communication,Tableau,6 months,2026-04-23,LinkedIn,use sql to analyze payment funnels prepare tableau product dashboards and present recommendations for improving conversion,SQL; Tableau; communication; dashboard; data visualization; presentation; reporting; stakeholder management,SQL; Tableau; dashboard; data visualization; reporting,Tableau,communication; presentation; stakeholder management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
J027,Data Analyst Intern,GreenLeaf Commerce,Selangor,Hybrid,Data Analyst Intern,"Analyze ecommerce orders, clean Excel exports, write SQL queries, and build weekly dashboards for commercial planning.",SQL; Excel; data cleaning; dashboard; reporting,communication; analytical thinking; teamwork,Excel; Power BI,3 months,2026-05-17,Indeed,analyze ecommerce orders clean excel exports write sql queries and build weekly dashboards for commercial planning,Excel; Power BI; SQL; analytical thinking; communication; dashboard; data cleaning; reporting; teamwork,Excel; Power BI; SQL; dashboard; data cleaning; reporting,Excel; Power BI,analytical thinking; communication; teamwork,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
